Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-11-23,113.85,114,110.4,110.4,221118
2023-11-24,110.5,112.4,109.45,111.95,132684
2023-11-27,112.4,114.15,109.6,109.6,199037
2023-11-28,109.45,109.6,106.85,107.95,384126
2023-11-29,115,115.65,104.15,104.2,1146698
2023-11-30,105,110,104.85,108.85,693059
2023-12-01,107.3,111.45,106.65,111,414055
2023-12-04,110.45,111,106.05,106.7,668543
2023-12-05,106.75,109.1,106.4,107.75,486950
2023-12-06,107.85,109.9,107.75,108.5,238782
2023-12-07,108.5,109.5,107.65,108.25,261477
2023-12-08,108.25,112.2,108.25,112.15,381749
2023-12-11,112.15,114.75,111.65,113.85,415342
2023-12-12,114.35,114.6,112.35,113.3,173024
2023-12-13,113.3,113.7,112.4,112.85,230773
2023-12-14,113.95,114.8,113.1,114,281546
2023-12-15,114.1,115.45,113.05,114.4,755118
2023-12-18,114.4,115.35,112.3,115.3,450394
2023-12-19,115.3,118.8,114.5,116.5,424431
2023-12-20,117,118.75,116,116,260047
2023-12-21,115.25,117.1,114.4,116,320409
2023-12-22,116,116.8,114.7,116.5,303527
2023-12-27,116.5,116.9,114.6,115,357764
2023-12-28,115.75,117.55,115.2,115.7,268861
2023-12-29,115.7,116.4,114.9,115,164252
